trip_duration_days,miles_traveled,total_receipts_amount,output,miles_per_day,receipts_per_day,receipts_per_mile,est_mileage_reimb,est_per_diem,est_total_simple,high_mileage,very_high_mileage,long_trip,medium_trip,overnight,high_receipts,very_high_receipts,low_receipts,near_receipt_cap,over_receipt_cap,under_100_miles,local_trip,regional_trip,miles_x_duration,receipts_x_duration,miles_x_receipts,receipts_to_miles_ratio,miles_to_days_ratio,miles_squared,duration_squared,receipts_squared,miles_sqrt,duration_sqrt,receipts_sqrt,miles_log,duration_log,receipts_log,miles_<100,miles_100-300,miles_300-500,miles_>500,dur_Short,dur_Medium,dur_Long,rec_Low,rec_Medium,rec_High,rec_VeryHigh,miles_zscore,duration_zscore,receipts_zscore,anomaly_miles,anomaly_duration,anomaly_receipts,weighted_estimate_v1,weighted_estimate_v2
7,889.0,1417.96,1826.08,127.0,202.56571428571428,1.595005624296963,582.2950000000001,1050.0,3050.255,1,1,0,1,1,1,1,0,0,1,0,0,0,6223.0,9925.720000000001,1260566.44,1.595005624296963,127.0,790321.0,49,2010610.5616000001,29.816103031751148,2.6457513110645907,37.65580964472813,6.7912214627261855,2.0794415416798357,7.257679487897331,False,False,False,True,False,True,False,False,False,True,False,0.8560229857079693,-0.006886386673316989,0.30839073675973233,0,0,0,2066.6630000000005,2562.46
8,123.0,612.55,851.24,15.375,76.56875,4.980081300813008,80.565,1200.0,1893.115,0,0,1,0,1,0,0,0,0,0,0,0,1,984.0,4900.4,75343.65,4.980081300813008,15.375,15129.0,64,375217.50249999994,11.090536506409418,2.8284271247461903,24.7497474734592,4.820281565605037,2.1972245773362196,6.419261760422557,False,True,False,False,False,False,True,False,True,False,False,-1.298680366679428,0.25135311357607276,-0.7774020743232775,0,0,0,970.605,1474.05
3,41.0,4.52,320.12,13.666666666666666,1.5066666666666666,0.11024390243902438,26.855,450.0,481.375,0,0,0,0,1,0,0,1,0,0,1,1,0,123.0,13.559999999999999,185.32,0.11024390243902438,13.666666666666666,1681.0,9,20.430399999999995,6.4031242374328485,1.7320508075688772,2.1260291625469296,3.7376696182833684,1.3862943611198906,1.7083778602890038,True,False,False,False,True,False,False,True,False,False,False,-1.5293405166739014,-1.0398443876708758,-1.5971021065091235,0,0,0,180.471,325.02
8,255.0,1817.19,1510.91,31.875,227.14875,7.126235294117647,167.025,1200.0,3184.215,0,0,1,0,1,1,1,0,0,1,0,0,1,2040.0,14537.52,463383.45,7.126235294117647,31.875,65025.0,64,3302179.4961,15.968719422671311,2.8284271247461903,42.62851158555738,5.545177444479562,2.1972245773362196,7.505596779727632,False,True,False,False,False,False,True,False,False,False,True,-0.9273737837614953,0.25135311357607276,0.8466024102783998,0,0,0,2020.7770000000003,2744.69
1,754.0,1220.47,1346.14,754.0,1220.47,1.6186604774535809,493.87,150.0,1864.3400000000001,1,1,0,0,0,1,1,0,0,1,0,0,0,754.0,1220.47,920234.38,1.6186604774535809,754.0,568516.0,1,1489547.0209000001,27.459060435491963,1.0,34.9352257757124,6.626717749249025,0.6931471805599453,7.107810330428941,False,False,False,True,True,False,False,False,False,True,False,0.4762776168146291,-1.5563233881696554,0.042149664187025766,0,0,0,1520.246,1697.47
6,761.0,530.19,1120.1,126.83333333333333,88.36500000000001,0.6967017082785809,498.45500000000004,900.0,1928.645,1,1,0,1,1,0,0,0,0,0,0,0,0,4566.0,3181.1400000000003,403474.59,0.6967017082785809,126.83333333333333,579121.0,36,281101.43610000005,27.586228448267445,2.449489742783178,23.02585503298412,6.635946555686647,1.9459101490553132,6.275119772683821,False,False,False,True,False,True,False,False,True,False,False,0.4959681174239134,-0.2651258869227067,-0.8884335935753311,0,0,0,1222.607,1510.69
4,840.0,1375.42,1580.95,210.0,343.855,1.637404761904762,550.2,600.0,2525.62,1,1,0,1,1,1,1,0,0,1,0,0,0,3360.0,5501.68,1155352.8,1.637404761904762,210.0,705600.0,16,1891780.1764000002,28.982753492378876,2.0,37.08665528192048,6.734591659972948,1.6094379124341003,7.2272412044774486,False,False,False,True,False,True,False,False,False,True,False,0.7181894814429791,-0.7816048874214861,0.25104152805426405,0,0,0,1850.536,2195.42
8,829.0,1147.89,2004.34,103.625,143.48625,1.3846682750301569,542.995,1200.0,2890.885,1,1,1,0,1,1,0,0,0,1,0,0,0,6632.0,9183.12,951600.81,1.3846682750301569,103.625,687241.0,64,1317651.4521000003,28.792360097775937,2.8284271247461903,33.88052537963365,6.721425700790643,2.1972245773362196,7.046551537843722,False,False,False,True,False,False,True,False,False,True,False,0.6872472661998181,0.25135311357607276,-0.055697199184927354,0,0,0,1861.3070000000002,2362.3900000000003
13,19.0,807.27,1331.53,1.4615384615384615,62.097692307692306,42.4878947368421,12.445,1950.0,2769.715,0,0,1,0,1,1,0,0,0,1,1,1,0,247.0,10494.51,15338.13,42.4878947368421,1.4615384615384615,361.0,169,651684.8528999999,4.358898943540674,3.605551275463989,28.412497250329828,2.995732273553991,2.6390573296152584,6.694896161118448,True,False,False,False,False,False,True,False,False,True,False,-1.5912249471602236,1.5425506148230215,-0.5148953061256096,0,0,0,1308.261,2116.77
6,1006.0,1219.71,1803.97,167.66666666666666,203.285,1.2124353876739562,658.9300000000001,900.0,2778.6400000000003,1,1,0,1,1,1,1,0,0,1,0,0,0,6036.0,7318.26,1227028.26,1.2124353876739562,167.66666666666666,1012036.0,36,1487692.4841,31.71750305430741,2.449489742783178,34.9243468084945,6.914730892718563,1.9459101490553132,7.1071879356631715,False,False,False,False,False,True,False,False,False,True,False,1.1851356387488643,-0.2651258869227067,0.041125089701455585,0,0,0,1934.698,2322.71
13,1186.0,2462.26,1906.35,91.23076923076923,189.4046153846154,2.0761045531197304,776.83,1950.0,5189.09,1,1,1,0,1,1,1,0,0,1,0,0,0,15418.0,32009.380000000005,2920240.3600000003,2.0761045531197304,91.23076923076923,1406596.0,169,6062724.307600001,34.438350715445125,3.605551275463989,49.62116483920949,7.079184394609668,2.6390573296152584,7.8092409548715995,False,False,False,False,False,False,True,False,False,False,True,1.6914627972733178,1.5425506148230215,1.7162369673925617,0,0,0,3396.6380000000004,4355.26
12,96.0,1164.37,1553.21,8.0,97.03083333333332,12.128854166666665,62.88,1800.0,3027.25,0,0,1,0,1,1,0,0,0,1,1,0,0,1152.0,13972.439999999999,111779.51999999999,12.128854166666665,8.0,9216.0,144,1355757.4968999997,9.797958971132712,3.4641016151377544,34.12286623365628,4.574710978503383,2.5649493574615367,7.060793912143211,True,False,False,False,False,False,True,False,False,True,False,-1.374629440458096,1.2843111145736317,-0.03348011033993192,0,0,0,1594.376,2412.37
8,1173.0,671.25,1419.34,146.625,83.90625,0.5722506393861893,768.315,1200.0,2639.565,1,1,1,0,1,0,0,0,0,0,0,0,0,9384.0,5370.0,787376.25,0.5722506393861893,146.625,1375929.0,64,450576.5625,34.249087579087416,2.8284271247461903,25.90849281606323,7.068172000388042,2.1972245773362196,6.510630295148974,False,False,False,False,False,False,True,False,True,False,False,1.6548947247132184,0.25135311357607276,-0.6982671765562113,0,0,0,1705.315,2057.75
4,103.0,1790.07,1394.55,25.75,447.5175,17.379320388349512,67.465,600.0,2457.535,0,0,0,1,1,1,1,0,0,1,0,0,1,412.0,7160.28,184377.21,17.379320388349512,25.75,10609.0,16,3204350.6048999997,10.14889156509222,2.0,42.30921885357847,4.6443908991413725,1.6094379124341003,7.490568485607381,False,True,False,False,False,True,False,False,False,False,True,-1.3549389398488116,-0.7816048874214861,0.8100412786354212,0,0,0,1699.521,2241.5699999999997
3,224.0,358.77,406.36,74.66666666666667,119.58999999999999,1.6016517857142856,146.72,450.0,955.49,0,0,0,0,1,0,0,0,0,0,0,0,1,672.0,1076.31,80364.48,1.6016517857142856,74.66666666666667,50176.0,9,128715.91289999998,14.966629547095765,1.7320508075688772,18.941224881194984,5.41610040220442,1.3862943611198906,5.885464938384792,False,True,False,False,True,False,False,False,True,False,False,-1.01457457217404,-1.0398443876708758,-1.119529065044334,0,0,0,583.736,770.77
8,891.0,1194.36,2016.46,111.375,149.295,1.3404713804713804,583.605,1200.0,2977.965,1,1,1,0,1,1,0,0,0,1,0,0,0,7128.0,9554.88,1064174.76,1.3404713804713804,111.375,793881.0,64,1426495.8095999998,29.8496231131986,2.8284271247461903,34.55951388547009,6.79346613258001,2.1972245773362196,7.086202674227491,False,False,False,True,False,False,True,False,False,True,False,0.8616488430249077,0.25135311357607276,0.006950138110397065,0,0,0,1939.0929999999998,2439.8599999999997
3,175.0,440.19,431.17,58.333333333333336,146.73,2.5153714285714286,114.625,450.0,1004.815,0,0,0,0,1,0,0,0,0,0,0,0,1,525.0,1320.57,77033.25,2.5153714285714286,58.333333333333336,30625.0,9,193767.2361,13.228756555322953,1.7320508075688772,20.980705421887034,5.170483995038151,1.3862943611198906,6.08947562166464,False,True,False,False,True,False,False,False,True,False,False,-1.1524080764390303,-1.0398443876708758,-1.0097647826560117,0,0,0,616.777,827.69
9,803.0,880.17,1589.75,89.22222222222223,97.79666666666667,1.0961021170610212,525.965,1350.0,2756.135,1,1,1,0,1,1,0,0,0,1,0,0,0,7227.0,7921.53,706776.51,1.0961021170610212,89.22222222222223,644809.0,81,774699.2288999999,28.337254630609507,3.0,29.667659159428133,6.6895992691789665,2.302585092994046,6.781250569863868,False,False,False,True,False,False,True,False,False,True,False,0.6141111210796193,0.5095926138254625,-0.4166170429702584,0,0,0,1680.101,2181.67
10,478.0,2091.79,1568.41,47.8,209.179,4.376129707112971,313.09000000000003,1500.0,3904.88,1,0,1,0,1,1,1,0,0,1,0,0,0,4780.0,20917.9,999875.62,4.376129707112971,47.8,228484.0,100,4375585.4041,21.863211109075447,3.1622776601683795,45.73609078178851,6.171700597410915,2.3978952727983707,7.646253382964002,False,False,True,False,False,False,True,False,False,False,True,-0.30009069292286655,0.7678321140748522,1.216797349406787,0,0,0,2486.522,3330.79
11,927.0,1994.33,1779.12,84.27272727272727,181.30272727272725,2.151380798274002,607.1850000000001,1650.0,4251.514999999999,1,1,1,0,1,1,1,0,0,1,0,0,0,10197.0,21937.629999999997,1848743.91,2.151380798274002,84.27272727272727,859329.0,121,3977352.1489,30.44667469527666,3.3166247903554,44.657922029579474,6.833031732786201,2.4849066497880004,7.598564729178488,False,False,False,True,False,False,True,False,False,False,True,0.9629142747297984,1.0260716143242419,1.085409152875641,0,0,0,2752.649,3557.83
7,671.0,1262.85,1600.42,95.85714285714286,180.40714285714284,1.8820417287630402,439.505,1050.0,2752.355,1,1,0,1,1,1,1,0,0,1,0,0,0,4697.0,8839.949999999999,847372.35,1.8820417287630402,95.85714285714286,450241.0,49,1594790.1224999998,25.903667693977237,2.6457513110645907,35.536600850390855,6.51025834052315,2.0794415416798357,7.14191789677878,False,False,False,True,False,True,False,False,False,True,False,0.24280453816168654,-0.006886386673316989,0.09928317300079492,0,0,0,1799.7849999999999,2298.35
1,388.1,827.37,741.46,388.1,827.37,2.1318474619943313,254.20550000000003,150.0,1231.5755,1,0,0,0,0,1,0,0,0,1,0,0,0,388.1,827.37,321102.297,2.1318474619943313,388.1,150621.61000000002,1,684541.1169,19.700253805471643,1.0,28.764040050034698,5.963836379990508,0.6931471805599453,6.719459914476488,False,False,True,False,True,False,False,False,False,True,False,-0.5529729793192464,-1.5563233881696554,-0.48779800723092426,0,0,0,966.1015000000001,1121.42
8,945.0,766.98,1625.53,118.125,95.8725,0.8116190476190477,618.975,1200.0,2585.955,1,1,1,0,1,0,0,0,1,0,0,0,0,7560.0,6135.84,724796.1,0.8116190476190477,118.125,893025.0,64,588258.3204000001,30.740852297878796,2.8284271247461903,27.69440376682625,6.852242569051878,2.1972245773362196,6.643763691141915,False,False,False,True,False,False,True,False,True,False,False,1.0135469905822438,0.25135311357607276,-0.5692112351040608,0,0,0,1632.5590000000002,2039.48
10,223.0,745.89,1037.45,22.3,74.589,3.344798206278027,146.065,1500.0,2391.955,0,0,1,0,1,0,0,0,1,0,0,0,1,2230.0,7458.9,166333.47,3.344798206278027,22.3,49729.0,100,556351.8920999999,14.933184523068078,3.1622776601683795,27.31098680018721,5.4116460518550396,2.3978952727983707,6.61591791860021,False,True,False,False,False,False,True,False,True,False,False,-1.0173875008325093,0.7678321140748522,-0.5976431770786337,0,0,0,1242.777,1857.3899999999999
2,1139.0,306.43,726.14,569.5,153.215,0.2690342405618964,746.0450000000001,300.0,1352.4750000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,2278.0,612.86,349023.77,0.2690342405618964,569.5,1297321.0,4,93899.34490000001,33.74907406137241,1.4142135623730951,17.505142101679724,7.038783541388542,1.0986122886681098,5.728247419055714,False,False,False,False,True,False,False,False,True,False,False,1.559255150325266,-1.2980838879202656,-1.1900898921163652,0,0,0,1091.189,1075.93
8,75.0,315.71,593.83,9.375,39.46375,4.209466666666667,49.125,1200.0,1564.835,0,0,1,0,1,0,0,0,0,0,1,0,0,600.0,2525.68,23678.25,4.209466666666667,9.375,5625.0,64,99672.8041,8.660254037844387,2.8284271247461903,17.768230075052493,4.330733340286331,2.1972245773362196,5.757986528669713,True,False,False,False,False,False,True,False,True,False,False,-1.433700942285949,0.25135311357607276,-1.177579298397824,0,0,0,701.693,1153.21
5,103.0,333.22,573.58,20.6,66.644,3.2351456310679616,67.465,750.0,1150.685,0,0,0,1,1,0,0,0,0,0,0,0,1,515.0,1666.1000000000001,34321.66,3.2351456310679616,20.6,10609.0,25,111035.56840000002,10.14889156509222,2.23606797749979,18.254314558481784,4.6443908991413725,1.791759469228055,5.811799458775237,False,True,False,False,False,True,False,False,True,False,False,-1.3549389398488116,-0.5233653871720965,-1.153973641500016,0,0,0,584.041,884.72
6,370.0,315.09,946.39,61.666666666666664,52.51499999999999,0.8515945945945945,242.35000000000002,900.0,1457.44,1,0,0,1,1,0,0,0,0,0,0,0,0,2220.0,1890.54,116583.29999999999,0.8515945945945945,61.666666666666664,136900.0,36,99281.70809999999,19.235384061671343,2.449489742783178,17.750774630984417,5.916202062607435,1.9459101490553132,5.75602698316279,False,False,True,False,False,True,False,False,True,False,False,-0.6038869880375388,-0.2651258869227067,-1.1784151354781576,0,0,0,794.422,1100.09
5,708.0,1129.52,1654.62,141.6,225.904,1.595367231638418,463.74,750.0,2343.26,1,1,0,1,1,1,0,0,0,1,0,0,0,3540.0,5647.6,799700.16,1.595367231638418,141.6,501264.0,25,1275815.4304,26.60826939130014,2.23606797749979,33.608332300190085,6.5638555265321274,1.791759469228055,7.030432982848577,False,False,False,True,False,True,False,False,False,True,False,0.34688289852504645,-0.5233653871720965,-0.08046224300061752,0,0,0,1617.356,1983.52
2,251.0,1916.43,1285.2,125.5,958.215,7.635179282868526,164.405,300.0,2380.835,0,0,0,0,1,1,1,0,0,1,0,0,1,502.0,3832.86,481023.93,7.635179282868526,125.5,63001.0,4,3672703.9449000005,15.84297951775486,1.4142135623730951,43.77704878129635,5.529429087511423,1.0986122886681098,7.5587410267080415,False,True,False,False,True,False,False,False,False,False,True,-0.938625498395372,-1.2980838879202656,0.9803902681046968,0,0,0,1797.5490000000002,2241.9300000000003
5,320.0,1584.55,1584.73,64.0,316.90999999999997,4.9517187499999995,209.60000000000002,750.0,2544.15,1,0,0,1,1,1,1,0,0,1,0,0,0,1600.0,7922.75,507056.0,4.9517187499999995,64.0,102400.0,25,2510798.7024999997,17.88854381999832,2.23606797749979,39.80640651955411,5.771441123130016,1.791759469228055,7.3686866292742845,False,False,True,False,False,True,False,False,False,False,True,-0.7445334209609982,-0.5233653871720965,0.5329747677480717,0,0,0,1727.2400000000002,2244.55
12,85.0,1056.43,1466.31,7.083333333333333,88.03583333333334,12.428588235294118,55.675000000000004,1800.0,2912.105,0,0,1,0,1,1,0,0,0,1,1,0,0,1020.0,12677.16,89796.55,12.428588235294118,7.083333333333333,7225.0,144,1116044.3449000001,9.219544457292887,3.4641016151377544,32.50276911280022,4.454347296253507,2.5649493574615367,6.963596714876095,True,False,False,False,False,False,True,False,False,True,False,-1.4055716557012572,1.2843111145736317,-0.17899664977736116,0,0,0,1500.819,2298.9300000000003
6,470.0,2235.72,1628.6,78.33333333333333,372.61999999999995,4.756851063829787,307.85,900.0,3443.5699999999997,1,0,0,1,1,1,1,0,0,1,0,0,0,2820.0,13414.32,1050788.4,4.756851063829787,78.33333333333333,220900.0,36,4998443.918399999,21.6794833886788,2.449489742783178,47.28340089291378,6.154858094016418,1.9459101490553132,7.712765786020782,False,False,True,False,False,True,False,False,False,False,True,-0.32259412219062006,-0.2651258869227067,1.4108328832332573,0,0,0,2396.426,3070.72
12,1189.0,1453.16,2162.13,99.08333333333333,121.09666666666668,1.222169890664424,778.7950000000001,1800.0,4031.955,1,1,1,0,1,1,1,0,0,1,0,0,0,14268.0,17437.920000000002,1727807.24,1.222169890664424,99.08333333333333,1413721.0,144,2111673.9856000002,34.48187929913333,3.4641016151377544,38.120335780263005,7.081708586105575,2.5649493574615367,7.282183693304844,False,False,False,False,False,False,True,False,False,True,False,1.6999015832487254,1.2843111145736317,0.3558447129335096,0,0,0,2541.3230000000003,3247.66
11,67.0,2455.53,1572.91,6.090909090909091,223.23000000000002,36.64970149253732,43.885000000000005,1650.0,4149.415000000001,0,0,1,0,1,1,1,0,0,1,1,0,0,737.0,27010.83,164520.51,36.64970149253732,6.090909090909091,4489.0,121,6029627.580900001,8.18535277187245,3.3166247903554,49.55330463248642,4.219507705176107,2.4849066497880004,7.806505064031587,True,False,False,False,False,False,True,False,False,False,True,-1.4562043715537025,1.0260716143242419,1.707164090697973,0,0,0,2558.309,3589.03
6,659.0,322.1,972.58,109.83333333333333,53.68333333333334,0.48877086494688926,431.64500000000004,900.0,1653.7450000000001,1,1,0,1,1,0,0,0,0,0,0,0,0,3954.0,1932.6000000000001,212263.90000000002,0.48877086494688926,109.83333333333333,434281.0,36,103748.41000000002,25.67099530598687,2.449489742783178,17.947144619688114,6.492239835020471,1.9459101490553132,5.777961872830453,False,False,False,True,False,True,False,False,True,False,False,0.2090493942600563,-0.2651258869227067,-1.1689647839730957,0,0,0,989.325,1251.6
9,954.0,1483.39,2024.2,106.0,164.82111111111112,1.554916142557652,624.87,1350.0,3458.26,1,1,1,0,1,1,1,0,0,1,0,0,0,8586.0,13350.51,1415154.06,1.554916142557652,106.0,910116.0,81,2200445.8921000003,30.886890422961002,3.0,38.51480234922672,6.86171134048073,2.302585092994046,7.302759192435106,False,False,False,True,False,False,True,False,False,True,False,1.0388633485084664,0.5095926138254625,0.3965985112213871,0,0,0,2261.5820000000003,2860.3900000000003
14,545.0,1206.76,1977.89,38.92857142857143,86.19714285714285,2.214238532110092,356.975,2100.0,3663.735,1,1,1,0,1,1,1,0,0,1,0,0,0,7630.0,16894.64,657684.2,2.214238532110092,38.92857142857143,297025.0,196,1456269.6976,23.345235059857504,3.7416573867739413,34.73845131838781,6.302618975744905,2.70805020110221,7.09652268325948,False,False,False,True,False,False,True,False,False,True,False,-0.11162447280543103,1.800790115072411,0.023666879717068722,0,0,0,2022.383,2879.26
1,436.0,1358.14,1154.03,436.0,1358.14,3.115,285.58,150.0,1793.72,1,0,0,0,0,1,1,0,0,1,0,0,0,436.0,1358.14,592149.04,3.115,436.0,190096.0,1,1844544.2596000002,20.8806130178211,1.0,36.852951035161354,6.07993319509559,0.6931471805599453,7.214607425769474,False,False,True,False,True,False,False,False,False,True,False,-0.41823369657857246,-1.5563233881696554,0.22774593975077345,0,0,0,1422.092,1676.14
1,1041.0,1630.25,1466.95,1041.0,1630.25,1.5660422670509127,681.855,150.0,2462.105,1,1,0,0,0,1,1,0,0,1,0,0,0,1041.0,1630.25,1697090.25,1.5660422670509127,1041.0,1083681.0,1,2657715.0625,32.264531609803356,1.0,40.37635446644484,6.948897222313312,0.6931471805599453,7.397101871071004,False,False,False,False,True,False,False,False,False,False,True,1.2835881417952857,-1.5563233881696554,0.5945840493145952,0,0,0,2036.055,2250.75
2,1155.0,1517.18,1543.17,577.5,758.59,1.3135757575757576,756.525,300.0,2573.705,1,1,0,0,1,1,1,0,0,1,0,0,0,2310.0,3034.36,1752342.9000000001,1.3135757575757576,577.5,1334025.0,4,2301835.1524,33.98529093593286,1.4142135623730951,38.95099485250665,7.052721049232323,1.0986122886681098,7.3252675280009685,False,False,False,False,True,False,False,False,False,False,True,1.604262008860773,-1.2980838879202656,0.442151632099567,0,0,0,2070.2690000000002,2294.6800000000003
11,706.0,1508.23,2030.59,64.18181818181819,137.1118181818182,2.136303116147309,462.43,1650.0,3620.66,1,1,1,0,1,1,1,0,0,1,0,0,0,7766.0,16590.53,1064810.3800000001,2.136303116147309,64.18181818181819,498436.0,121,2274757.7329,26.570660511172846,3.3166247903554,38.835936965650774,6.561030665896573,2.4849066497880004,7.319354865973692,False,False,False,True,False,False,True,False,False,False,True,0.34125704120810807,1.0260716143242419,0.43008591940765484,0,0,0,2219.014,2961.23
12,710.0,1249.41,1921.09,59.166666666666664,104.1175,1.7597323943661973,465.05,1800.0,3514.46,1,1,1,0,1,1,1,0,0,1,0,0,0,8520.0,14992.920000000002,887081.1000000001,1.7597323943661973,59.166666666666664,504100.0,144,1561025.3481000003,26.645825188948457,3.4641016151377544,35.346994214501464,6.566672429803241,2.5649493574615367,7.131226776516106,False,False,False,True,False,False,True,False,False,True,False,0.3525087558419848,1.2843111145736317,0.0811643820980802,0,0,0,2064.5780000000004,2804.41
5,516.0,1878.49,669.85,103.2,375.698,3.640484496124031,337.98,750.0,2966.4700000000003,1,1,0,1,1,1,1,0,0,1,0,0,0,2580.0,9392.45,969300.84,3.640484496124031,103.2,266256.0,25,3528724.6801,22.715633383201094,2.23606797749979,43.34155050295271,6.248042874508429,1.791759469228055,7.5387557424260985,False,False,False,True,False,True,False,False,False,False,True,-0.19319940390103746,-0.5233653871720965,0.9292424312855743,0,0,0,2090.772,2636.49
6,668.0,1922.45,1796.98,111.33333333333333,320.40833333333336,2.8779191616766466,437.54,900.0,3259.9900000000002,1,1,0,1,1,1,1,0,0,1,0,0,0,4008.0,11534.7,1284196.6,2.8779191616766466,111.33333333333333,446224.0,36,3695814.0025,25.84569596664017,2.449489742783178,43.84575235983527,6.505784060128229,1.9459101490553132,7.561875727573234,False,False,False,True,False,True,False,False,False,False,True,0.23436575218627897,-0.2651258869227067,0.9885059765298712,0,0,0,2275.5,2856.45
8,303.0,1072.44,1453.25,37.875,134.055,3.5394059405940594,198.465,1200.0,2470.9049999999997,1,0,1,0,1,1,0,0,0,1,0,0,0,2424.0,8579.52,324949.32,3.5394059405940594,37.875,91809.0,64,1150127.5536000002,17.406895185529212,2.8284271247461903,32.748129717588455,5.717027701406222,2.1972245773362196,6.978623723814578,False,False,True,False,False,False,True,False,False,True,False,-0.7923532081549743,0.25135311357607276,-0.15741317936423121,0,0,0,1456.4170000000001,2023.94
1,797.0,126.8,543.18,797.0,126.8,0.1590966122961104,522.035,150.0,798.8349999999999,1,1,0,0,0,0,0,1,0,0,0,0,0,797.0,126.8,101059.59999999999,0.1590966122961104,797.0,635209.0,1,16078.24,28.231188426986208,1.0,11.260550608207398,6.682108597449809,0.6931471805599453,4.850466541943434,False,False,False,True,True,False,False,True,False,False,False,0.5972335491288041,-1.5563233881696554,-1.4322534642781724,0,0,0,673.4749999999999,625.3
5,392.0,1264.6,1465.72,78.4,252.92,3.226020408163265,256.76,750.0,2271.3599999999997,1,0,0,1,1,1,1,0,0,1,0,0,0,1960.0,6323.0,495723.19999999995,3.226020408163265,78.4,153664.0,25,1599213.1599999997,19.79898987322333,2.23606797749979,35.56121482739306,5.973809611869261,1.791759469228055,7.143301597013389,False,False,True,False,False,True,False,False,False,True,False,-0.5420025575512166,-0.5233653871720965,0.1016423905662526,0,0,0,1518.44,1960.6
2,89.0,13.85,234.2,44.5,6.925,0.1556179775280899,58.295,300.0,372.145,0,0,0,0,1,0,0,1,0,0,1,0,0,178.0,27.7,1232.6499999999999,0.1556179775280899,44.5,7921.0,4,191.8225,9.433981132056603,1.4142135623730951,3.721558813185679,4.499809670330265,1.0986122886681098,2.6979998652487085,True,False,False,False,True,False,False,True,False,False,False,-1.3943199410673803,-1.2980838879202656,-1.5845241065744264,0,0,0,169.375,258.35
8,792.0,2437.24,1556.7,99.0,304.655,3.077323232323232,518.76,1200.0,4156.0,1,1,1,0,1,1,1,0,0,1,0,0,0,6336.0,19497.92,1930294.0799999998,3.077323232323232,99.0,627264.0,64,5940138.817599999,28.142494558940577,2.8284271247461903,49.36841095275398,6.675823221634848,2.1972245773362196,7.799031746541551,False,False,False,True,False,False,True,False,False,False,True,0.5831689058364582,0.25135311357607276,1.682506896828132,0,0,0,2868.5519999999997,3633.24
9,800.0,2167.72,1726.51,88.88888888888889,240.85777777777776,2.70965,524.0,1350.0,4041.72,1,1,1,0,1,1,1,0,0,1,0,0,0,7200.0,19509.48,1734175.9999999998,2.70965,88.88888888888889,640000.0,81,4699009.998399999,28.284271247461902,3.0,46.55878005274622,6.68586094706836,2.302585092994046,7.681892410746468,False,False,False,True,False,False,True,False,False,False,True,0.6056723351042117,0.5095926138254625,1.3191604292611876,0,0,0,2708.176,3467.72
4,199.0,1310.01,1400.57,49.75,327.5025,6.582964824120603,130.345,600.0,2040.355,0,0,0,1,1,1,1,0,0,1,0,0,1,796.0,5240.04,260691.99,6.582964824120603,49.75,39601.0,16,1716126.2001,14.106735979665885,2.0,36.19406028618508,5.298317366548036,1.6094379124341003,7.1785531114996735,False,True,False,False,False,True,False,False,False,True,False,-1.0848977886357698,-0.7816048874214861,0.1628607160790716,0,0,0,1378.353,1809.51
5,210.0,710.49,483.34,42.0,142.098,3.3832857142857145,137.55,750.0,1598.04,0,0,0,1,1,0,0,0,1,0,0,0,1,1050.0,3552.45,149202.9,3.3832857142857145,42.0,44100.0,25,504796.04010000004,14.491376746189438,2.23606797749979,26.655018289245273,5.351858133476067,1.791759469228055,6.567361362617364,False,True,False,False,False,True,False,False,True,False,False,-1.0539555733926087,-0.5233653871720965,-0.6453667781170346,0,0,0,955.942,1315.49
6,884.0,1798.31,1897.87,147.33333333333334,299.7183333333333,2.034287330316742,579.02,900.0,3277.33,1,1,0,1,1,1,1,0,0,1,0,0,0,5304.0,10789.86,1589706.04,2.034287330316742,147.33333333333334,781456.0,36,3233918.8561,29.732137494637012,2.449489742783178,42.40648535306834,6.785587645007929,1.9459101490553132,7.495158537059919,False,False,False,True,False,True,False,False,False,False,True,0.8419583424156234,-0.2651258869227067,0.8211498230579191,0,0,0,2317.668,2840.31
1,451.0,555.49,162.18,451.0,555.49,1.2316851441241685,295.40500000000003,150.0,1000.895,1,0,0,0,0,0,0,0,0,0,0,0,0,451.0,555.49,250525.99,1.2316851441241685,451.0,203401.0,1,308569.1401,21.236760581595302,1.0,23.568835355188853,6.113682179832232,0.6931471805599453,6.321649201102216,False,False,True,False,True,False,False,False,True,False,False,-0.3760397667015346,-1.5563233881696554,-0.8543260482004288,0,0,0,789.797,880.99
2,993.0,54.24,715.19,496.5,27.12,0.05462235649546828,650.4150000000001,300.0,1004.6550000000001,1,1,0,0,1,0,0,1,0,0,0,0,0,1986.0,108.48,53860.32,0.05462235649546828,496.5,986049.0,4,2941.9776,31.51190251317746,1.4142135623730951,7.364781055808788,6.901737206656574,1.0986122886681098,4.0116873285410914,False,False,False,True,True,False,False,True,False,False,False,1.1485675661887649,-1.2980838879202656,-1.530073365163663,0,0,0,793.8070000000001,750.74
12,1135.0,475.95,1447.39,94.58333333333333,39.6625,0.4193392070484581,743.4250000000001,1800.0,3019.375,1,1,1,0,1,0,0,0,0,0,0,0,0,13620.0,5711.4,540203.25,0.4193392070484581,94.58333333333333,1288225.0,144,226528.4025,33.689761055846034,3.4641016151377544,21.816278326057358,7.035268599281097,2.5649493574615367,6.167411663591217,False,False,False,False,False,False,True,False,True,False,False,1.5480034356913894,1.2843111145736317,-0.9615558568612879,0,0,0,1724.185,2243.45
